ID;Start Date;End Date;Process Category;Tribe;Status;Type;Duration;Folder;End Year
1219;2022-11-24;2024-10-01;Other change (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;677;Current accounts/Kinderrekening/2022-11-24 Zakgeldpropositie pilot;2024.0
1225;2022-11-28;2024-01-22;Risk assessment (non-PAP);Tribe Mortgages;5. Journey finished;Change;420;Hypotheken/Z_Other/2022-11-28 ToolingPEGASMVINGHuizen;2024.0
1227;2022-11-28;2024-02-28;Communication;Tribe Mortgages;5. Journey finished;Change;457;Hypotheken/Z_Other/2022-11-28 Communication regarding solving Data Quality issues;2024.0
1235;2022-11-29;2024-09-19;New financial product/-service/channel (PAP);Consumer Lending & Insurance;5. Journey Cancelled;Change;660;Verzekeren/ING Autoverzekering/2022-11-29 Cooperation with comparison sites;2024.0
1254;2022-12-06;2024-03-28;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;478;Beleggingsrekeningen/Vermogensbeheer/2022-12-06 Change box 3 taxes article;2024.0
1256;2022-12-07;;Communication;Tribe Investments;2. Intake filled-in;Change;(blank);Beleggingsrekeningen/Vermogensbeheer/2022-12-07 Communication SDG Impact strategy;
1269;2022-12-08;;New financial product/-service/channel (PAP);Tribe Daily Banking & Digital First;3. Intake challenged;Change;(blank);Sparen/ERU/2022-12-08 Everyday Roundup;
1278;2022-12-14;;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;(blank);Hypotheken/Z_Other/2022-12-14 Playful tool Sustainable Housing  Design Phase;
1289;2022-12-19;2025-03-17;Risk assessment (non-PAP);Tribe Digital Business Banking;5. Journey Cancelled;Change;819;Digital Channels/New product/2022-12-19 2275223 Automatic VAT Saving;2025.0
1294;2022-12-21;2024-08-13;New financial product/-service/channel (PAP);Business Banking Sales;5. Journey finished;Change;601;Business Banking Services and Products/Digitale handtekening/2022-12-21 Digital signature Business Banking DBNL;2024.0
1296;2022-12-21;;Risk assessment (non-PAP);Tribe Digital Business Banking;5. Journey Cancelled;Change;(blank);Customer Data/Process change/2022-12-21 SSPM  Rebuild transaction limits  signing schemes in target architecture;
1348;2023-01-05;2024-09-13;Significant change financial product/-service/channel (PAP);Consumer Lending & Insurance;5. Journey Cancelled;Change;617;Verzekeren/Z_Other/2023-01-05 Health Insurance  Full IT integration (ING application flow and data loop back);2024.0
1351;2023-01-11;2024-09-06;Communication;Tribe Investments;5. Journey finished;Change;604;Beleggingsrekeningen/Eenvoudig Beleggen/2023-01-11 Easy Invest  NL  Improve onboarding conversion during 2023  Front End;2024.0
1354;2022-11-29;;Risk assessment (non-PAP);People Services;4. Finish & Registration;Change;(blank);HR Processes & Systems/Process change/2022-11-29 Budget for individual pay rises CLA2023-2024;
1358;2023-01-12;2024-02-27;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;411;Credit Cards/Creditcard/2023-01-12 Decom Polymer EPIC010278;2024.0
1359;2023-01-12;;Risk assessment (non-PAP);Lease;5. Journey finished;Change;(blank);Lease/Process change/2023-01-12 Payment process automation;
1361;2023-01-13;2024-09-13;Risk assessment (non-PAP);Tribe NFR;5. Journey finished;Change;609;ORM 2 LOD Processes & Systems/Other/2023-01-13 Handover maintenance SPIDER Tooling to ING HUB Sourcing Manila;2024.0
1364;2023-01-16;2024-07-09;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;540;Digital Sales/Insurance/2023-01-16 Direct flow link;2024.0
1368;2023-01-17;;Risk assessment (non-PAP);CoE Communications & Brand Experience;5. Journey finished;Change;(blank);Branding/Other/2023-01-17 Showbird 2023;
1374;2023-01-18;2025-04-26;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;829;Betalen-Roodstand/Studentenbetaallimiet/2023-01-18 Termination Studentenbetaallimieten (SBL);2025.0
1384;2023-01-19;;Other change (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Current accounts/Jongerenrekening/2023-01-19 Refer in message to conditions OSA;
1405;2023-01-26;2024-12-17;Risk assessment (non-PAP);Tribe Business Lending;5. Journey Cancelled;Change;691;Lenen zakelijk/Z_Other/2023-01-26 NL BL New Rating System;2024.0
1412;2023-01-27;2024-06-13;Risk assessment (non-PAP);Procurement;5. Journey Cancelled;Change;503;Procurement/Process change/2023-01-27 Introducing Surepay for IBAN bankaccount validation;2024.0
1420;2023-01-30;;Termination of financial product/-service/channel (PAP);Tribe Payments;5. Journey finished;Change;(blank);Payments Reporting/Afschriften (papier)/2023-01-30 Stop paper payment statements  invoices for business customers;
1423;2023-01-30;2024-03-12;Significant change financial product/-service/channel (PAP);Tribe Payments;5. Journey On hold;Change;407;Credit Cards/Commercial Credit Cards/2023-01-30 SCF  Billhop Commercial Cards 2023;2024.0
1426;2023-01-31;2024-07-09;Other change (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;525;Digital Sales/Digital Touchpoints/2023-01-31 First party customer identifiers collection via Adobe Experience suite;2024.0
1427;2023-01-31;;Risk assessment (non-PAP);Tribe Digital Business Banking;3. Intake challenged;Change;(blank);Customer Data/Process change/2023-01-31 Risk journey DQ issues Parents roles and MING;
1430;2023-01-31;2024-07-09;Other change (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;525;Z_Other/Tribe Digital & Customer Interactions/2023-01-31 Decomm Mobile Legacy backend;2024.0
1435;2023-02-03;2024-05-17;Risk assessment (non-PAP);CoE Communications & Brand Experience;5. Journey Cancelled;Change;469;Branding/Other/2023-02-03 2023 Klinkende Taal;2024.0
1436;2023-02-03;2024-04-12;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;434;Beleggingsrekeningen/Zelf op de Beurs/2023-02-03 Distributor Due Dilligence Tooling;2024.0
1437;2023-02-03;2024-02-20;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;382;Z_Other/Consumer Lending & Insurance/2023-02-03 GrossNet tool;2024.0
1438;2023-02-06;;New financial product/-service/channel (PAP);Commercial Finance;5. Journey finished;Change;(blank);Commercial Finance/Other/2023-02-06 Supplyfy import finance portal;
1440;2023-02-06;2024-03-12;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;400;Payments_Giraal betvk/Z_Other/2023-02-06 EPIC0095528 LABC Corebank;2024.0
1444;2023-02-08;;Communication;Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Current accounts/En_of betaalrekening/2023-02-08 New Joint account productpage ING.nl;
1445;2023-02-08;2024-04-11;New financial product/-service/channel (PAP);Tribe Mortgages;5. Journey Cancelled;Change;428;Hypotheken/Argo/2023-02-08 Argo Product Policy  Pricing;2024.0
1446;2023-02-08;2024-02-26;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;383;Payments Cards Issuing/Betaalpas particulier (cards issuing)/2023-02-08 Shift debit card processes from Branch to CSNL;2024.0
1451;2023-02-09;2024-10-07;Risk assessment (non-PAP);Tribe Assisted Channels;5. Journey finished;Change;606;Customer IT Systems & Processes/Process change/2023-02-09 InApp conversations;2024.0
1455;2023-02-13;2024-05-02;Risk assessment (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;444;Customer Data/Process change/2023-02-13 Refinement Parental Power process;2024.0
1456;2023-02-13;2024-04-03;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;415;Payments_Giraal betvk/SEPA CT (MING en app, enkel_mv en ink)/2023-02-13 Redesign of Move Money;2024.0
1465;2023-08-07;2024-04-08;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;245;Payments Mobile Payments/Mobiel Betalen/2023-08-07 Go live wearables Garmin;2024.0
1466;2023-02-15;2024-03-12;New financial product/-service/channel (PAP);Tribe Payments;5. Journey finished;Change;391;Payments Acquiring/New product/2023-02-15 Ecom Business Banking;2024.0
1470;2023-02-16;2025-04-16;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;790;Persoonlijke Lening/Persoonlijke Lening/2021-11-03 Instant lendingOckto EPIC0081949/9. UWV data business rules/Change after go-live;2025.0
1471;2023-02-16;2024-04-11;Other change (non-PAP);Tribe Investments;5. Journey finished;Change;420;Beleggingsrekeningen/Eenvoudig Beleggen/2023-02-16 Reson to sell Easy Invest NL;2024.0
1472;2023-02-16;;Communication;Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Current accounts/Betaalrekening/2023-02-16 communicatie aanpassing max rek 3 naar 9;
1473;2023-02-16;;Risk assessment (non-PAP);Compliance;1. Journey started;Change;(blank);Compliance 2LOD Processes & Systems/Organisational change/2023-02-16 Sourcing of FCC QA  TM Manila;
1474;2023-02-16;2024-03-12;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;390;Payments Mobile Payments/Mobiel Betalen/2023-02-16 VTS implementation;2024.0
1475;2023-02-17;;Other change (non-PAP);Tribe Document & Content Services;1. Journey started;Change;(blank);Document & Content Services/Other/2023-02-17 RFP Overschrijvingsboekjes;
1477;2023-02-17;2024-07-16;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;515;Digital Sales/Current accounts/2023-02-17 Recognize parents  test 5;2024.0
1478;2023-02-17;2024-03-05;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;382;Payments Cards Issuing/Betaalpas particulier (cards issuing)/2023-02-17 BR removal of the Ringfencing Marking;2024.0
1479;2023-02-20;;Other change (non-PAP);Tribe Investments;3. Intake challenged;Change;(blank);Beleggingsrekeningen/Vermogensbeheer/2023-02-20 New advisor flow for revision dpm;
1483;2023-02-21;;Risk assessment (non-PAP);Tribe Assisted Channels;4. Finish & Registration;Change;(blank);Customer IT Systems & Processes/Process change/2023-02-21 Chat  Realtime translation (FR615);
1485;2023-02-23;;Other change (non-PAP);Client Services Retail Operations;5. Journey finished;Change;(blank);Client Services/Other/2023-02-23 Gain insights in the scheduled to dos (Messaging futere tasks);
1490;2023-02-28;2024-07-19;Risk assessment (non-PAP);Tribe Digital Business Banking;(blank);Change;507;Customer Data/Process change/2023-02-28 Bankruptcy and Surseance process from REIS to Target;2024.0
1497;2023-03-02;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-03-02 Mobile Onboarding with WDocument;
1499;2023-03-02;2024-11-27;New financial product/-service/channel (PAP);Private Banking & Wealth Mgt (Advice);5. Journey Cancelled;Change;636;Private Banking _ Wealth/Z_Other/2023-03-02 20230227 NextGen Proposal;2024.0
1508;2023-03-07;2024-10-22;Risk assessment (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;595;Customer Intelligence/Datamart/2023-03-07 DMCAN migration Exadata;2024.0
1527;2023-03-13;2025-04-10;Communication;Consumer Lending & Insurance;5. Journey Cancelled;Change;759;Betalen-Roodstand/ING Rood Staan/2023-03-13 PersonalData;2025.0
1533;2023-03-16;2024-04-26;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;407;Z_Other/Tribe Daily Banking & Digital First/2023-03-16 Mobile Onboarding  Legal Representative;2024.0
1541;2023-03-21;2025-04-11;Communication;Consumer Lending & Insurance;5. Journey Cancelled;Change;752;Persoonlijke Lening/Persoonlijke Lening/2023-03-21 Change GDPR text Loans apply;2025.0
1547;2023-03-22;2024-10-29;Risk assessment (non-PAP);Tribe KYC Services;5. Journey finished;Change;587;KYC/Process change/2023-03-22 Record Retention PEGA KYC SoR;2024.0
1550;2023-03-23;;Risk assessment (non-PAP);Lease;5. Journey finished;Change;(blank);Lease/Process change/2023-03-23 Feature 2657870 Lease Calculator;
1553;2023-03-24;2025-04-05;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;743;Persoonlijke Lening/Persoonlijke Lening/2023-03-24 Sourcing CL L2C processing applications;2025.0
1557;2023-03-24;;Risk assessment (non-PAP);Tribe Digital & Customer Interactions;3. Intake challenged;Change;(blank);Digital Sales/Z_Other/2023-03-24 Footprint Insight;
1559;2023-03-27;;Risk assessment (non-PAP);People Services;3. Intake challenged;Change;(blank);HR Processes & Systems/Other/2023-03-27 BedrijfsFitnessNederland.nl;
1562;2023-03-28;2024-04-11;New financial product/-service/channel (PAP);Tribe Mortgages;5. Journey Cancelled;Change;380;Hypotheken/Argo/2023-03-28 ARGO  Advice;2024.0
1564;2023-03-27;;Other change (non-PAP);Tribe Digital & Customer Interactions;3. Intake challenged;Change;(blank);Digital Sales/Z_Other/2023-03-27 Ghost account Insight;
1566;2023-03-28;2025-02-14;Other change (non-PAP);Tribe Digital Business Banking;5. Journey finished;Change;689;Customer Data/Process change/2023-03-28 Duurzaamheidsscan MingZ;2025.0
1579;2023-03-30;2024-02-07;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;314;Hypotheken/Z_Other/2023-03-30 Redesign origination process;2024.0
1580;2023-03-31;2024-02-27;Significant change financial product/-service/channel (PAP);Tribe Business Lending;5. Journey finished;Change;333;Lenen zakelijk/Z_Other/2023-03-31 Instant Lending;2024.0
1582;2023-03-31;2024-10-31;Significant change financial product/-service/channel (PAP);Consumer Lending & Insurance;5. Journey finished;Change;580;Persoonlijke Lening/Persoonlijke Lening/2023-03-31 Removal death waiver;2024.0
1584;2023-03-31;2024-11-01;Other change (non-PAP);Tribe KYC Services;5. Journey finished;Change;581;KYC/Policy change/2023-03-31 Use of IVR registrations for coffeeshops  for Increased UHRCcompliance risks customers;2024.0
1585;2023-04-03;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-04-03 Deceased  Multiple small changes;
1587;2023-04-03;2024-04-11;Communication;Tribe Investments;5. Journey finished;Change;374;Beleggingsrekeningen/Zelf op de Beurs/2023-04-03 Exante kostentransparantie d.m.v. Maatmensen;2024.0
1594;2023-04-05;2024-04-11;Communication;Tribe Investments;5. Journey finished;Change;372;Beleggingsrekeningen/Zelf op de Beurs/2023-04-05 Overview of art.9 funds in MIA;2024.0
1599;2023-04-06;2025-01-22;Risk assessment (non-PAP);Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;657;Private Banking _ Wealth/Internetpagina/2023-04-06 Rebuild PriBa website;2025.0
1605;2023-04-07;;Risk assessment (non-PAP);Consumer Lending & Insurance;2. Intake filled-in;Change;(blank);Z_Other/Consumer Lending & Insurance/2023-04-07 Structural Record Retention  deletion solution;
1611;2023-04-13;2024-09-17;Other change (non-PAP);Commercial Finance;5. Journey finished;Change;523;Commercial Finance/Other/2023-04-13 Docbox  pilot for Blend;2024.0
1613;2023-04-13;2024-03-28;Risk assessment (non-PAP);Private Banking & Wealth Mgt (Advice);5. Journey finished;Change;350;Private Banking _ Wealth/Campagnes/2023-04-13 Swingnature;2024.0
1618;2023-04-14;;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;(blank);Payments Mobile Payments/Mobiel Betalen/2023-04-14 Pilot VDDMC Mobile Payments;
1619;2023-04-14;;Risk assessment (non-PAP);CREFS;5. Journey finished;Change;(blank);Facility Management/Other/2023-04-14 Pilot MySpot;
1620;2023-04-24;;Communication;Tribe Daily Banking & Digital First;2. Intake filled-in;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-04-24 Experiment one contact option in ServiceHub;
1621;2023-04-17;2024-03-12;Significant change financial product/-service/channel (PAP);Tribe Payments;5. Journey finished;Change;330;Payments Mobile Payments/Mobiel Betalen/2023-04-17 Google Pay;2024.0
1622;2023-04-17;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-04-17 OCR (MITEK) integration for MO and ReIdentification;
1627;2023-04-18;2024-02-28;Risk assessment (non-PAP);Tribe Business Lending;5. Journey finished;Change;316;Lenen zakelijk/Z_Other/2023-04-18 Climate Risk Assessment;2024.0
1629;2023-04-18;2024-04-11;New financial product/-service/channel (PAP);Tribe Mortgages;5. Journey Cancelled;Change;359;Hypotheken/Argo/2023-04-18 Argo Traffic Orientation  Infrastructure;2024.0
1632;2023-04-19;2024-10-02;Communication;Tribe Daily Banking & Digital First;5. Journey finished;Change;532;Z_Other/Tribe Daily Banking & Digital First/2023-04-19 Check je zorgtoeslag;2024.0
1633;2023-04-19;2024-04-11;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;358;C:/Users/GU04RO/ING/Product Evaluation and Risk Assessment Library (PEARL) - Pearl_Repository/Hypotheken/Argo/2023-04-19 Argo Organization Integration;2024.0
1639;2023-04-20;;Risk assessment (non-PAP);Tribe KYC Services;4. Finish & Registration;Change;(blank);KYC/Process change/2023-04-20 KICI automation of sending letters;
1644;2023-04-21;2024-11-19;New financial product/-service/channel (PAP);Consumer Lending & Insurance;5. Journey finished;Change;578;Persoonlijke Lening/Persoonlijke Lening/2023-04-21 Implementing consolidation flow;2024.0
1645;2023-04-21;2024-11-19;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;578;Z_Other/Consumer Lending & Insurance/2023-04-21 Extending Smart Calculator with MLA calculation;2024.0
1649;2023-04-25;;Communication;Consumer Lending & Insurance;2. Intake filled-in;Change;(blank);Persoonlijke Lening/Persoonlijke Lening/2023-04-25 Change text GDPR screen loans apply AB test;
1656;2023-04-30;2024-03-13;Other change (non-PAP);Tribe Business Lending;5. Journey Cancelled;Change;318;Lenen zakelijk/Obligofaciliteiten-OB-BGAR/2023-04-30 Obligo Facilities  Unauthorized use obligo limit;2024.0
1671;2023-05-03;2024-10-30;Other change (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;546;Persoonlijke Lening/Persoonlijke Lening/2023-05-03 2nd contr holder CLT warning for Restr Loan  Fin Fit Loan;2024.0
1674;2023-05-04;2024-10-31;Significant change financial product/-service/channel (PAP);Consumer Lending & Insurance;5. Journey finished;Change;546;Persoonlijke Lening/Persoonlijke Lening/2023-05-04 PSD2 Apply Flow Consumer Loans;2024.0
1676;2023-05-04;2024-05-23;Communication;Tribe Investments;5. Journey finished;Change;385;Beleggingsrekeningen/Eenvoudig Beleggen/2023-05-04 Eenvoudig Beleggen engagement optimalisatie;2024.0
1689;2023-05-10;2024-04-11;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;337;Hypotheken/Argo/2023-05-10 ARGO Funda com agreement en AFM;2024.0
1690;2023-05-10;;Other change (non-PAP);Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Current accounts/Kinderrekening/2023-05-10 Child account football campaign;
1704;2023-05-15;;Other change (non-PAP);Tribe Mortgages;5. Journey finished;Change;(blank);Hypotheken/Z_Other/2023-05-15 Sandbox sales managentinfo IMD;
1706;2023-05-15;2024-04-18;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;5. Journey finished;Change;339;Fraud/Process change/2023-05-15 Interactive Notifications;2024.0
1708;2023-05-15;2024-07-09;Communication;Tribe Digital & Customer Interactions;5. Journey finished;Change;421;Digital Sales/Investments - Verdi/2023-05-15 Link to SU on additional investment pages;2024.0
1711;2023-05-16;2024-04-18;Risk assessment (non-PAP);Tribe Fraud & Cyber Security;5. Journey Cancelled;Change;338;Fraud/Other/2023-05-16 PoC Voice Analytics Nuance;2024.0
1713;2023-05-16;2024-01-11;Termination of financial product/-service/channel (PAP);Tribe Payments;5. Journey finished;Change;240;Cash/Z_Other/2023-05-16 Decomission assisted cash services;2024.0
1716;2023-05-17;2024-07-11;Communication;Tribe Digital & Customer Interactions;5. Journey On hold;Change;421;Digital Sales/Consumer Loans/2023-05-17 Lenen widget;2024.0
1720;2023-05-17;;Risk assessment (non-PAP);Tribe Payments;(blank);Change;(blank);Z_Other/Tribe Payments/2023-05-17 Messi  Integration Layer with WorldLine for cards issuing;
1725;2023-05-22;2024-07-09;Other change (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;414;Digital Sales/Digital Touchpoints/2023-05-22 RTCDP matching variable phone number;2024.0
1734;2023-05-25;2024-03-13;Other change (non-PAP);Tribe Payments;5. Journey finished;Change;293;Payments Reporting/Afschriften (papier)/2023-05-25 Stop daily and weekly paper statements for private individuals;2024.0
1737;2023-05-25;2024-04-11;Communication;Tribe Investments;5. Journey finished;Change;322;Beleggingsrekeningen/Eenvoudig Beleggen/2023-05-25 Awareness and consideration campaign;2024.0
1738;2023-05-25;;Risk assessment (non-PAP);Tribe Assisted Channels;3. Intake challenged;Change;(blank);Customer IT Systems & Processes/Process change/2023-05-25 Useage of customer data in chatbot;
1741;2023-04-14;;Communication;Tribe Daily Banking & Digital First;1. Journey started;Change;(blank);Z_Other/Tribe Daily Banking & Digital First/2023-04-14 Referrals to branches;
1743;2023-05-30;;Other change (non-PAP);Tribe Daily Banking & Digital First;4. Finish & Registration;Change;(blank);Sparen/Groei Rekening/2023-05-30 RobotUndeliverableFEBO;
1744;2023-05-30;2024-07-11;Risk assessment (non-PAP);Tribe Digital & Customer Interactions;5. Journey finished;Change;408;Z_Other/Tribe Digital & Customer Interactions/2023-05-30 SAE Update;2024.0
1745;2023-05-31;2024-05-31;Risk assessment (non-PAP);CoE Sustainability;5. Journey finished;Change;366;Sustainability/Other/2023-05-31 2023NCFG;2024.0
1746;2023-05-31;2024-02-27;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;272;Credit Cards/Creditcard/2023-05-31 Positive balances on closed credit card accounts (VIA);2024.0
1751;2023-05-31;2024-11-19;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;538;Persoonlijke Lening/Persoonlijke Lening/2022 - Instant Lending_Models/RIDM_Income/2023-13-04 Instant Lending changes Q2Q3;2024.0
1760;2023-06-05;2024-11-19;Communication;Consumer Lending & Insurance;5. Journey finished;Change;533;Betalen-Roodstand/ING Rood Staan voor studenten/2023-06-05 Sales Stop ING Rood Staan voor studenten July 2023;2024.0
1761;2023-06-05;2024-10-01;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;5. Journey finished;Change;484;Current accounts/Zakelijke rekening/2023-06-05 Four Eyes principle opening business account;2024.0
1763;2023-06-05;;Risk assessment (non-PAP);Tribe Daily Banking & Digital First;3. Intake challenged;Change;(blank);Current accounts/En_of betaalrekening/2023-06-05 FEAT0200013  QR code in Joint Account process;
1769;2023-06-06;2024-04-08;Risk assessment (non-PAP);Tribe Payments;5. Journey finished;Change;307;Payments_Giraal betvk/Z_Other/2023-06-06 NextGen Sepa Rulebook wijzigingen 20232025;2024.0
1771;2023-06-07;2024-04-11;Risk assessment (non-PAP);Tribe Mortgages;5. Journey Cancelled;Change;309;Hypotheken/Argo/2023-06-07 ARGO KYC;2024.0
1772;2023-06-07;2024-01-08;Risk assessment (non-PAP);Consumer Lending & Insurance;5. Journey finished;Change;215;Doorlopend Krediet/Z_Other/2023-06-07 risklog update Lapwing Q2 2023;2024.0
1776;2023-06-08;2024-10-29;Risk assessment (non-PAP);Tribe KYC Services;5. Journey finished;Change;509;KYC/Organisational change/2023-06-08 KYC Tribe extention - Process Design Specialists/0 - Risk Journey Tool;2024.0
